# GeoNames first-order administrative divisions — admin1CodesASCII.txt
# Source: https://download.geonames.org/export/dump/admin1CodesASCII.txt
# Licence: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Vendored so data/cities.js regenerates without a network call, and so
# the region on a record is looked up rather than inferred.
# Columns: <country>.<adminCode>  <name>  <asciiName>  <geonameId>
AD.06	Sant Julià de Loria	Sant Julia de Loria
MT.10	Il-Fontana	Il-Fontana
MT.11	Għajnsielem	Ghajnsielem
MT.12	L-Għarb	L-Gharb
MT.13	Ħal Għargħur	Hal Gharghur
MT.14	L-Għasri	L-Ghasri
MT.15	Ħal Għaxaq	Hal Ghaxaq
MT.16	Il-Gudja	Il-Gudja
MT.17	Il-Gżira	Il-Gzira
MT.18	Il-Ħamrun	Il-Hamrun
MT.19	L-Iklin	L-Iklin
MT.20	L-Imdina	L-Imdina
MT.21	L-Imġarr	L-Imgarr
MT.22	L-Imqabba	L-Imqabba
MT.23	L-Imsida	L-Imsida
MT.24	L-Imtarfa	L-Imtarfa
MT.25	L-Isla	L-Isla
MT.26	Il-Kalkara	Il-Kalkara
MT.27	Ta’ Kerċem	Ta' Kercem
MT.28	Kirkop	Kirkop
MT.29	Lija	Lija
MT.30	Luqa	Luqa
MT.31	Il-Marsa	Il-Marsa
MT.32	Marsaskala	Marsaskala
MT.33	Marsaxlokk	Marsaxlokk
MT.34	Il-Mellieħa	Il-Mellieha
MT.35	Il-Mosta	Il-Mosta
MT.36	Il-Munxar	Il-Munxar
MT.37	In-Nadur	In-Nadur
MT.38	In-Naxxar	In-Naxxar
MT.39	Paola	Paola
MT.40	Pembroke	Pembroke
MT.41	Tal-Pietà	Tal-Pieta
MT.42	Il-Qala	Il-Qala
MT.43	Qormi	Qormi
MT.44	Il-Qrendi	Il-Qrendi
MT.46	Victoria	Victoria
MT.47	Safi	Safi
MT.48	Saint John	Saint John
MT.49	Saint Julian	Saint Julian
MT.50	Saint Lawrence	Saint Lawrence
MT.51	Saint Lucia	Saint Lucia
MT.52	Saint Paul’s Bay	Saint Paul's Bay
MT.53	Saint Venera	Saint Venera
MT.54	Sannat	Sannat
MT.55	Is-Siġġiewi	Is-Siggiewi
MT.56	Tas-Sliema	Tas-Sliema
MT.57	Is-Swieqi	Is-Swieqi
MT.58	Tarxien	Tarxien
MT.59	Ta’ Xbiex	Ta' Xbiex
MT.61	Ix-Xagħra	Ix-Xaghra
MT.62	Ix-Xewkija	Ix-Xewkija
MT.63	Ix-Xgħajra	Ix-Xghajra
MT.64	Ħaż-Żabbar	Haz-Zabbar
MT.65	Ħaż-Żebbuġ	Haz-Zebbug
MT.66	Iż-Żebbuġ	Iz-Zebbug
MT.67	Iż-Żejtun	Iz-Zejtun
MT.68	Iż-Żurrieq	Iz-Zurrieq
MT.60	Il-Belt Valletta	Il-Belt Valletta
MU.21	Agalega Islands	Agalega Islands
MU.20	Savanne	Savanne
MU.19	Rivière du Rempart	Riviere du Rempart
MU.18	Port Louis	Port Louis
MU.17	Plaines Wilhems	Plaines Wilhems
MU.16	Pamplemousses	Pamplemousses
MU.15	Moka	Moka
MU.14	Grand Port	Grand Port
MU.13	Flacq	Flacq
MU.12	Black River	Black River
MU.22	Cargados Carajos	Cargados Carajos
MU.23	Rodrigues	Rodrigues
MV.47	Vaavu Atholhu	Vaavu Atholhu
MV.46	Thaa Atholhu	Thaa Atholhu
MV.45	Shaviyani Atholhu	Shaviyani Atholhu
MV.01	Seenu	Seenu
MV.44	Raa Atoll	Raa Atoll
MV.43	Noonu Atoll	Noonu Atoll
MV.42	Gnyaviyani Atoll	Gnyaviyani Atoll
MV.41	Meemu Atholhu	Meemu Atholhu
MV.39	Lhaviyani Atholhu	Lhaviyani Atholhu
MV.05	Laamu	Laamu
MV.38	Kaafu Atoll	Kaafu Atoll
MV.37	Haa Dhaalu Atholhu	Haa Dhaalu Atholhu
MV.36	Haa Alifu Atholhu	Haa Alifu Atholhu
MV.35	Gaafu Dhaalu Atholhu	Gaafu Dhaalu Atholhu
MV.34	Gaafu Alifu Atholhu	Gaafu Alifu Atholhu
MV.33	Faafu Atholhu	Faafu Atholhu
MV.32	Dhaalu Atholhu	Dhaalu Atholhu
MV.31	Baa Atholhu	Baa Atholhu
MV.30	Northern Ari Atoll	Northern Ari Atoll
MV.40	Maale	Maale
MV.48	South Province	South Province
MV.49	Upper South	Upper South
MV.50	Upper North	Upper North
MV.51	Central Province	Central Province
MV.52	South Central	South Central
MV.53	North Central	North Central
MV.54	North Province	North Province
MW.S	Southern Region	Southern Region
MW.N	Northern Region	Northern Region
MW.C	Central Region	Central Region
MX.31	Yucatán	Yucatan
MX.30	Veracruz	Veracruz
MX.29	Tlaxcala	Tlaxcala
MX.28	Tamaulipas	Tamaulipas
MX.27	Tabasco	Tabasco
MX.23	Quintana Roo	Quintana Roo
MX.22	Querétaro	Queretaro
MX.21	Puebla	Puebla
MX.20	Oaxaca	Oaxaca
MX.19	Nuevo León	Nuevo Leon
MX.17	Morelos	Morelos
MX.15	México	Mexico
MX.13	Hidalgo	Hidalgo
MX.12	Guerrero	Guerrero
MX.09	Mexico City	Mexico City
MX.05	Chiapas	Chiapas
MX.04	Campeche	Campeche
MX.32	Zacatecas	Zacatecas
MX.26	Sonora	Sonora
MX.25	Sinaloa	Sinaloa
MX.24	San Luis Potosí	San Luis Potosi
MX.18	Nayarit	Nayarit
MX.16	Michoacán	Michoacan
MX.14	Jalisco	Jalisco
MX.11	Guanajuato	Guanajuato
MX.10	Durango	Durango
MX.08	Colima	Colima
MX.07	Coahuila	Coahuila
MX.06	Chihuahua	Chihuahua
MX.03	Baja California Sur	Baja California Sur
MX.02	Baja California	Baja California
MX.01	Aguascalientes	Aguascalientes
MY.04	Melaka	Melaka
MY.13	Terengganu	Terengganu
MY.12	Selangor	Selangor
MY.11	Sarawak	Sarawak
MY.16	Sabah	Sabah
MY.08	Perlis	Perlis
MY.07	Perak	Perak
MY.06	Pahang	Pahang
MY.05	Negeri Sembilan	Negeri Sembilan
MY.03	Kelantan	Kelantan
MY.14	Kuala Lumpur	Kuala Lumpur
MY.09	Pulau Pinang	Pulau Pinang
MY.02	Kedah	Kedah
MY.01	Johor	Johor
MY.15	Labuan	Labuan
MY.17	Putrajaya	Putrajaya
MZ.09	Zambézia	Zambezia
MZ.08	Tete	Tete
MZ.05	Sofala	Sofala
MZ.07	Niassa	Niassa
MZ.06	Nampula	Nampula
MZ.04	Maputo	Maputo
MZ.10	Manica	Manica
MZ.03	Inhambane	Inhambane
MZ.02	Gaza	Gaza
MZ.01	Cabo Delgado	Cabo Delgado
MZ.11	Maputo City	Maputo City
NA.28	Zambezi	Zambezi
NA.21	Khomas	Khomas
NA.29	Erongo	Erongo
NA.30	Hardap	Hardap
NA.31	Karas	Karas
NA.32	Kunene	Kunene
NA.33	Ohangwena	Ohangwena
NA.35	Omaheke	Omaheke
NA.36	Omusati	Omusati
NA.37	Oshana	Oshana
NA.38	Oshikoto	Oshikoto
NA.39	Otjozondjupa	Otjozondjupa
NA.40	Kavango East	Kavango East
NA.41	Kavango West	Kavango West
NC.02	South Province	South Province
NC.01	North Province	North Province
NC.03	Loyalty Islands	Loyalty Islands
NE.07	Zinder	Zinder
NE.06	Tahoua	Tahoua
NE.04	Maradi	Maradi
NE.03	Dosso	Dosso
NE.02	Diffa	Diffa
NE.01	Agadez	Agadez
NE.09	Tillabéri	Tillaberi
NE.08	Niamey	Niamey
NG.51	Sokoto	Sokoto
NG.50	Rivers	Rivers
NG.49	Plateau	Plateau
NG.32	Oyo	Oyo
NG.48	Ondo	Ondo
NG.16	Ogun	Ogun
NG.31	Niger	Niger
NG.05	Lagos	Lagos
NG.30	Kwara	Kwara
NG.24	Katsina	Katsina
NG.29	Kano	Kano
NG.23	Kaduna	Kaduna
NG.28	Imo	Imo
NG.22	Cross River	Cross River
NG.27	Borno	Borno
NG.26	Benue	Benue
NG.46	Bauchi	Bauchi
NG.25	Anambra	Anambra
NG.21	Akwa Ibom	Akwa Ibom
NG.11	Abuja Federal Capital Territory	Abuja Federal Capital Territory
NG.45	Abia	Abia
NG.36	Delta	Delta
NG.35	Adamawa	Adamawa
NG.37	Edo	Edo
NG.47	Enugu	Enugu
NG.39	Jigawa	Jigawa
NG.52	Bayelsa	Bayelsa
NG.53	Ebonyi	Ebonyi
NG.54	Ekiti	Ekiti
NG.55	Gombe	Gombe
NG.56	Nassarawa	Nassarawa
NG.57	Zamfara	Zamfara
NG.40	Kebbi	Kebbi
NG.41	Kogi	Kogi
NG.42	Osun	Osun
NG.43	Taraba	Taraba
NG.44	Yobe	Yobe
NI.15	Rivas	Rivas
NI.14	Río San Juan	Rio San Juan
NI.13	Nueva Segovia	Nueva Segovia
NI.12	Matagalpa	Matagalpa
NI.11	Masaya	Masaya
NI.10	Managua	Managua
NI.09	Madriz	Madriz
NI.08	León	Leon
NI.07	Jinotega	Jinotega
NI.06	Granada	Granada
NI.05	Estelí	Esteli
NI.04	Chontales	Chontales
NI.03	Chinandega	Chinandega
NI.02	Carazo	Carazo
NI.01	Boaco	Boaco
NI.17	Atlántico Norte (RAAN)	Atlantico Norte (RAAN)
NI.18	Atlántico Sur	Atlantico Sur
NL.11	South Holland	South Holland
NL.10	Zeeland	Zeeland
NL.09	Utrecht	Utrecht
NL.15	Overijssel	Overijssel
NL.07	North Holland	North Holland
NL.06	North Brabant	North Brabant
NL.05	Limburg	Limburg
NL.04	Groningen	Groningen
NL.03	Gelderland	Gelderland
NL.02	Friesland	Friesland
NL.01	Drenthe	Drenthe
NL.16	Flevoland	Flevoland
NO.05	Finnmark Fylke	Finnmark Fylke
NO.20	Vestfold	Vestfold
NO.19	Vest-Agder	Vest-Agder
NO.18	Troms	Troms
NO.17	Telemark	Telemark
NO.16	Sør-Trøndelag	Sor-Trondelag
NO.15	Sogn og Fjordane	Sogn og Fjordane
NO.14	Rogaland	Rogaland
NO.13	Østfold	Ostfold
NO.12	Oslo	Oslo
NO.11	Oppland	Oppland
NO.10	Nord-Trøndelag	Nord-Trondelag
NO.09	Nordland	Nordland
NO.08	Møre og Romsdal	More og Romsdal
NO.07	Hordaland	Hordaland
NO.06	Hedmark	Hedmark
NO.04	Buskerud	Buskerud
NO.02	Aust-Agder	Aust-Agder
NO.01	Akershus	Akershus
NP.FR	Far Western	Far Western
NP.MR	Mid Western	Mid Western
NP.CR	Central Region	Central Region
NP.ER	Eastern Region	Eastern Region
NP.WR	Western Region	Western Region
NR.14	Yaren	Yaren
NR.13	Uaboe	Uaboe
NR.12	Nibok	Nibok
NR.11	Meneng	Meneng
NR.10	Ijuw	Ijuw
NR.09	Ewa	Ewa
NR.08	Denigomodu	Denigomodu
NR.07	Buada	Buada
NR.06	Boe	Boe
NR.05	Baiti	Baiti
NR.04	Anibare	Anibare
NR.03	Anetan	Anetan
NR.02	Anabar	Anabar
NR.01	Aiwo	Aiwo
NZ.G2	Wellington	Wellington
NZ.F3	Manawatu-Wanganui	Manawatu-Wanganui
NZ.G1	Waikato	Waikato
NZ.TAS	Tasman	Tasman
NZ.F9	Taranaki	Taranaki
NZ.F8	Southland	Southland
NZ.E8	Bay of Plenty	Bay of Plenty
NZ.F6	Northland	Northland
NZ.F4	Marlborough	Marlborough
NZ.F2	Hawke's Bay	Hawke's Bay
NZ.F1	Gisborne	Gisborne
NZ.E9	Canterbury	Canterbury
NZ.E7	Auckland	Auckland
NZ.10	Chatham Islands	Chatham Islands
NZ.F5	Nelson	Nelson
NZ.F7	Otago	Otago
NZ.G3	West Coast	West Coast
OM.01	Ad Dākhilīyah	Ad Dakhiliyah
OM.02	Al Bāţinah	Al Batinah
OM.03	Al Wusţá	Al Wusta
OM.04	Ash Sharqīyah	Ash Sharqiyah
OM.09	Az̧ Z̧āhirah	Az Zahirah
OM.06	Masqaţ	Masqat
OM.07	Musandam	Musandam
OM.08	Z̧ufār	Zufar
OM.10	Al Buraimi	Al Buraimi
OM.12	Ash Sharqiyah	Ash Sharqiyah
OM.11	Al Batinah	Al Batinah
PA.10	Veraguas	Veraguas
PA.09	Guna Yala	Guna Yala
PA.08	Panamá	Panama
PA.07	Los Santos	Los Santos
PA.06	Herrera	Herrera
PA.05	Darién	Darien
PA.04	Colón	Colon
PA.03	Coclé	Cocle
PA.02	Chiriquí	Chiriqui
PA.01	Bocas del Toro	Bocas del Toro
PA.11	Emberá	Embera
PA.12	Ngöbe-Buglé	Ngoebe-Bugle
PE.25	Ucayali	Ucayali
PE.24	Tumbes	Tumbes
PE.22	San Martín	San Martin
PE.20	Piura	Piura
PE.16	Loreto	Loreto
PE.14	Lambayeque	Lambayeque
PE.13	La Libertad	La Libertad
PE.10	Huanuco	Huanuco
PE.06	Cajamarca	Cajamarca
PE.02	Ancash	Ancash
PE.01	Amazonas	Amazonas
PE.23	Tacna	Tacna
PE.21	Puno	Puno
PE.19	Pasco	Pasco
PE.18	Moquegua	Moquegua
PE.17	Madre de Dios	Madre de Dios
PE.LMA	Lima	Lima
PE.15	Lima	Lima
PE.12	Junín	Junin
PE.11	Ica	Ica
PE.09	Huancavelica	Huancavelica
PE.08	Cusco	Cusco
PE.07	Callao	Callao
PE.05	Ayacucho	Ayacucho
PE.04	Arequipa	Arequipa
PE.03	Apurímac	Apurimac
PF.04	Îles Marquises	Iles Marquises
PF.03	Îles Tuamotu-Gambier	Iles Tuamotu-Gambier
PF.02	Îles Sous-le-Vent	Iles Sous-le-Vent
PF.01	Îles du Vent	Iles du Vent
PF.05	Îles Australes	Iles Australes
PG.17	West New Britain	West New Britain
PG.06	Western Province	Western Province
PG.16	Western Highlands	Western Highlands
PG.05	Southern Highlands	Southern Highlands
PG.18	Sandaun	Sandaun
PG.07	Bougainville	Bougainville
PG.04	Northern Province	Northern Province
PG.15	New Ireland	New Ireland
PG.20	National Capital	National Capital
PG.14	Morobe	Morobe
PG.13	Manus	Manus
PG.12	Madang	Madang
PG.02	Gulf	Gulf
PG.19	Enga	Enga
PG.11	East Sepik	East Sepik
PG.10	East New Britain	East New Britain
PG.09	Eastern Highlands	Eastern Highlands
PG.08	Chimbu	Chimbu
PG.03	Milne Bay	Milne Bay
PG.01	Central Province	Central Province
PG.21	Hela	Hela
PG.22	Jiwaka	Jiwaka
PH.14	Autonomous Region in Muslim Mindanao	Autonomous Region in Muslim Mindanao
PH.10	Northern Mindanao	Northern Mindanao
PH.41	Mimaropa	Mimaropa
PH.02	Cagayan Valley	Cagayan Valley
PH.12	Soccsksargen	Soccsksargen
PH.13	Caraga	Caraga
PH.15	Cordillera	Cordillera
PH.01	Ilocos	Ilocos
PH.40	Calabarzon	Calabarzon
PH.06	Western Visayas	Western Visayas
PH.03	Central Luzon	Central Luzon
PH.07	Central Visayas	Central Visayas
PH.08	Eastern Visayas	Eastern Visayas
PH.09	Zamboanga Peninsula	Zamboanga Peninsula
PH.11	Davao	Davao
PH.05	Bicol	Bicol
PH.NCR	Metro Manila	Metro Manila
PK.08	Islāmābād	Islamabad
PK.05	Sindh	Sindh
PK.04	Punjab	Punjab
PK.03	Khyber Pakhtunkhwa	Khyber Pakhtunkhwa
PK.07	Gilgit-Baltistan	Gilgit-Baltistan
PK.01	Federally Administered Tribal Areas	Federally Administered Tribal Areas
PK.02	Balochistān	Balochistan
PK.06	Azad Kashmir	Azad Kashmir
PL.75	Lublin Voivodeship	Lublin Voivodeship
PL.77	Lesser Poland Voivodeship	Lesser Poland Voivodeship
PL.78	Masovian Voivodeship	Masovian Voivodeship
PL.80	Subcarpathian Voivodeship	Subcarpathian Voivodeship
PL.81	Podlasie	Podlasie
PL.84	Świętokrzyskie	Swietokrzyskie
PL.85	Warmian-Masurian Voivodeship	Warmian-Masurian Voivodeship
PL.72	Lower Silesian Voivodeship	Lower Silesian Voivodeship
PL.74	Łódź Voivodeship	Lodz Voivodeship
PL.76	Lubusz	Lubusz
PL.79	Opole Voivodeship	Opole Voivodeship
PL.82	Pomeranian Voivodeship	Pomeranian Voivodeship
PL.83	Silesian Voivodeship	Silesian Voivodeship
PL.86	Greater Poland Voivodeship	Greater Poland Voivodeship
PL.87	West Pomeranian Voivodeship	West Pomeranian Voivodeship
PL.73	Kujawsko-Pomorskie	Kujawsko-Pomorskie
PM.97502	Saint-Pierre	Saint-Pierre
PM.97501	Miquelon-Langlade	Miquelon-Langlade
PR.001	Adjuntas	Adjuntas
PR.003	Aguada	Aguada
PR.005	Aguadilla	Aguadilla
PR.007	Aguas Buenas	Aguas Buenas
PR.009	Aibonito	Aibonito
PR.011	Añasco	Anasco
PR.013	Arecibo	Arecibo
PR.015	Arroyo	Arroyo
PR.017	Barceloneta	Barceloneta
PR.019	Barranquitas	Barranquitas
PR.021	Bayamón	Bayamon
PR.023	Cabo Rojo	Cabo Rojo
PR.025	Caguas	Caguas
PR.027	Camuy	Camuy
PR.029	Canovanas	Canovanas
PR.031	Carolina	Carolina
PR.033	Catano	Catano
PR.035	Cayey	Cayey
PR.037	Ceiba	Ceiba
PR.039	Ciales	Ciales
PR.041	Cidra	Cidra
PR.043	Coamo	Coamo
PR.045	Comerio	Comerio
PR.047	Corozal	Corozal
PR.049	Culebra	Culebra
PR.051	Dorado	Dorado
PR.053	Fajardo	Fajardo
PR.054	Florida	Florida
PR.055	Guanica	Guanica
PR.057	Guayama	Guayama
PR.059	Guayanilla	Guayanilla
PR.061	Guaynabo	Guaynabo
PR.063	Gurabo	Gurabo
PR.065	Hatillo	Hatillo
PR.067	Hormigueros	Hormigueros
PR.069	Humacao	Humacao
PR.071	Isabela	Isabela
PR.073	Municipio de Jayuya	Municipio de Jayuya
PR.075	Juana Diaz	Juana Diaz
PR.077	Municipio de Juncos	Municipio de Juncos
PR.079	Lajas	Lajas
PR.081	Lares	Lares
PR.083	Las Marias	Las Marias
PR.085	Las Piedras	Las Piedras
PR.087	Loiza	Loiza
PR.089	Luquillo	Luquillo
PR.091	Manati	Manati
PR.093	Maricao	Maricao
PR.095	Maunabo	Maunabo
PR.097	Mayaguez	Mayaguez
PR.099	Moca	Moca
PR.101	Morovis	Morovis
PR.103	Naguabo	Naguabo
PR.105	Naranjito	Naranjito
PR.107	Orocovis	Orocovis
PR.109	Patillas	Patillas
PR.111	Penuelas	Penuelas
PR.113	Ponce	Ponce
PR.117	Rincon	Rincon
PR.115	Quebradillas	Quebradillas
PR.119	Rio Grande	Rio Grande
PR.121	Sabana Grande	Sabana Grande
PR.123	Salinas	Salinas
PR.125	San German	San German
PR.127	San Juan	San Juan
PR.129	San Lorenzo	San Lorenzo
PR.131	San Sebastian	San Sebastian
PR.133	Santa Isabel Municipio	Santa Isabel Municipio
PR.135	Toa Alta	Toa Alta
PR.137	Toa Baja	Toa Baja
PR.139	Trujillo Alto	Trujillo Alto
PR.141	Utuado	Utuado
PR.143	Vega Alta	Vega Alta
PR.145	Vega Baja	Vega Baja
PR.149	Villalba	Villalba
PR.151	Yabucoa	Yabucoa
PR.153	Yauco	Yauco
PR.147	Vieques	Vieques
PS.GZ	Gaza Strip	Gaza Strip
PS.WE	West Bank	West Bank
PT.19	Setúbal	Setubal
PT.18	Santarém	Santarem
PT.16	Portalegre	Portalegre
PT.14	Lisbon	Lisbon
PT.13	Leiria	Leiria
PT.09	Faro	Faro
PT.08	Évora	Evora
PT.06	Castelo Branco	Castelo Branco
PT.03	Beja	Beja
PT.10	Madeira	Madeira
PT.22	Viseu	Viseu
PT.21	Vila Real	Vila Real
PT.20	Viana do Castelo	Viana do Castelo
PT.17	Porto	Porto
PT.11	Guarda	Guarda
PT.07	Coimbra	Coimbra
PT.05	Bragança	Braganca
PT.04	Braga	Braga
PT.02	Aveiro	Aveiro
PT.23	Azores	Azores
PW.11	Ngatpang	Ngatpang
PW.16	Sonsorol	Sonsorol
PW.05	Kayangel	Kayangel
PW.04	Hatohobei	Hatohobei
PW.01	Aimeliik	Aimeliik
PW.02	Airai	Airai
PW.03	Angaur	Angaur
PW.06	Koror	Koror
PW.07	Melekeok	Melekeok
PW.08	Ngaraard	Ngaraard
PW.12	Ngchesar	Ngchesar
PW.09	Ngarchelong	Ngarchelong
PW.10	Ngardmau	Ngardmau
PW.13	Ngaremlengui	Ngaremlengui
PW.14	Ngiwal	Ngiwal
PW.15	Peleliu	Peleliu
PY.17	San Pedro	San Pedro
PY.16	Presidente Hayes	Presidente Hayes
PY.15	Paraguarí	Paraguari
PY.13	Ñeembucú	Neembucu
PY.12	Misiones	Misiones
PY.11	Itapúa	Itapua
PY.10	Guairá	Guaira
PY.08	Cordillera	Cordillera
PY.07	Concepción	Concepcion
PY.06	Central	Central
PY.19	Canindeyú	Canindeyu
PY.05	Caazapá	Caazapa
PY.04	Caaguazú	Caaguazu
PY.02	Amambay	Amambay
PY.01	Alto Paraná	Alto Parana
PY.23	Alto Paraguay	Alto Paraguay
PY.22	Asunción	Asuncion
PY.24	Boquerón	Boqueron
QA.08	Madīnat ash Shamāl	Madinat ash Shamal
QA.04	Al Khawr	Al Khawr
QA.09	Umm Şalāl	Umm Salal
QA.06	Ar Rayyān	Ar Rayyan
QA.01	Ad Dawḩah	Ad Dawhah
QA.10	Al Wakrah	Al Wakrah
QA.13	Baladīyat az̧ Z̧a‘āyin	Baladiyat az Za`ayin
RE.RE	Réunion	Reunion
RO.40	Vrancea	Vrancea
RO.39	Vâlcea	Valcea
RO.38	Vaslui	Vaslui
RO.37	Tulcea	Tulcea
RO.36	Timiş	Timis
RO.35	Teleorman	Teleorman
RO.34	Suceava	Suceava
RO.33	Sibiu	Sibiu
RO.32	Satu Mare	Satu Mare
RO.31	Sălaj	Salaj
RO.30	Prahova	Prahova
RO.29	Olt	Olt
RO.28	Neamţ	Neamt
RO.27	Mureş	Mures
RO.26	Mehedinţi	Mehedinti
RO.25	Maramureş	Maramures
RO.23	Iaşi	Iasi
RO.22	Ialomiţa	Ialomita
RO.21	Hunedoara	Hunedoara
RO.20	Harghita	Harghita
RO.19	Gorj	Gorj
RO.42	Giurgiu	Giurgiu
RO.18	Galaţi	Galati
RO.17	Dolj	Dolj
RO.16	Dâmboviţa	Dambovita
RO.15	Covasna	Covasna
RO.14	Constanţa	Constanta
RO.13	Cluj	Cluj
RO.12	Caraş-Severin	Caras-Severin
RO.41	Călăraşi	Calarasi
RO.11	Buzău	Buzau
RO.10	Bucureşti	Bucuresti
RO.09	Braşov	Brasov
RO.08	Brăila	Braila
RO.07	Botoşani	Botosani
RO.06	Bistriţa-Năsăud	Bistrita-Nasaud
RO.05	Bihor	Bihor
RO.04	Bacău	Bacau
RO.03	Argeş	Arges
RO.02	Arad	Arad
RO.01	Alba	Alba
RO.43	Ilfov	Ilfov
RS.VO	Autonomna Pokrajina Vojvodina	Autonomna Pokrajina Vojvodina
RS.SE	Central Serbia	Central Serbia
RU.88	Jaroslavl	Jaroslavl
RU.86	Voronezj	Voronezj
RU.85	Vologda	Vologda
RU.84	Volgograd	Volgograd
RU.81	Ulyanovsk	Ulyanovsk
RU.80	Udmurtiya	Udmurtiya
RU.77	Tverskaya	Tverskaya
RU.76	Tula	Tula
RU.73	Tatarstan	Tatarstan
RU.72	Tambov	Tambov
RU.70	Stavropol'skiy	Stavropol'skiy
RU.69	Smolensk	Smolensk
RU.67	Saratov	Saratov
RU.65	Samara	Samara
RU.62	Rjazan	Rjazan
RU.61	Rostov	Rostov
RU.60	Pskov	Pskov
RU.90	Perm	Perm
RU.57	Penza	Penza
RU.56	Orjol	Orjol
RU.55	Orenburg	Orenburg
RU.52	Novgorod	Novgorod
RU.68	North Ossetia	North Ossetia
RU.50	Nenetskiy Avtonomnyy Okrug	Nenetskiy Avtonomnyy Okrug
RU.49	Murmansk	Murmansk
RU.48	Moscow	Moscow
RU.47	Moskovskaya	Moskovskaya
RU.46	Mordoviya	Mordoviya
RU.45	Mariy-El	Mariy-El
RU.43	Lipetsk	Lipetsk
RU.42	Leningrad	Leningrad
RU.66	St.-Petersburg	St.-Petersburg
RU.41	Kursk	Kursk
RU.38	Krasnodarskiy	Krasnodarskiy
RU.37	Kostroma	Kostroma
RU.34	Komi Republic	Komi Republic
RU.33	Kirov	Kirov
RU.28	Kareliya	Kareliya
RU.27	Karachayevo-Cherkesiya	Karachayevo-Cherkesiya
RU.25	Kaluga	Kaluga
RU.24	Kalmykiya	Kalmykiya
RU.23	Kaliningrad	Kaliningrad
RU.22	Kabardino-Balkariya	Kabardino-Balkariya
RU.21	Ivanovo	Ivanovo
RU.19	Ingushetiya	Ingushetiya
RU.51	Nizjnij Novgorod	Nizjnij Novgorod
RU.17	Dagestan	Dagestan
RU.16	Chuvashia	Chuvashia
RU.12	Chechnya	Chechnya
RU.10	Brjansk	Brjansk
RU.09	Belgorod	Belgorod
RU.08	Bashkortostan	Bashkortostan
RU.07	Astrakhan	Astrakhan
RU.06	Arkhangelskaya	Arkhangelskaya
RU.01	Adygeya	Adygeya
RU.83	Vladimir	Vladimir
RU.87	Yamalo-Nenetskiy Avtonomnyy Okrug	Yamalo-Nenetskiy Avtonomnyy Okrug
RU.78	Tjumen	Tjumen
RU.79	Tyva	Tyva
RU.75	Tomsk	Tomsk
RU.71	Sverdlovsk	Sverdlovsk
RU.54	Omsk	Omsk
RU.53	Novosibirsk	Novosibirsk
RU.40	Kurgan	Kurgan
RU.91	Krasnoyarskiy	Krasnoyarskiy
RU.32	Khanty-Mansiyskiy Avtonomnyy Okrug	Khanty-Mansiyskiy Avtonomnyy Okrug
RU.31	Khakasiya	Khakasiya
RU.29	Kemerovo	Kemerovo
RU.03	Altay	Altay
RU.13	Chelyabinsk	Chelyabinsk
RU.04	Altai Krai	Altai Krai
RU.63	Sakha	Sakha
RU.59	Primorskiy	Primorskiy
RU.30	Khabarovsk Krai	Khabarovsk Krai
RU.20	Irkutsk	Irkutsk
RU.89	Jewish Autonomous Oblast	Jewish Autonomous Oblast
RU.05	Amur	Amur
RU.11	Respublika Buryatiya	Respublika Buryatiya
RU.64	Sakhalin	Sakhalin
RU.44	Magadan	Magadan
RU.92	Kamtsjatka	Kamtsjatka
RU.15	Chukotskiy Avtonomnyy Okrug	Chukotskiy Avtonomnyy Okrug
RU.93	Zabaykalsky	Zabaykalsky
RW.11	Eastern Province	Eastern Province
RW.12	Kigali	Kigali
RW.13	Northern Province	Northern Province
RW.14	Western Province	Western Province
RW.15	Southern Province	Southern Province
SA.19	Tabūk	Tabuk
SA.16	Najrān	Najran
SA.14	Makkah	Makkah
SA.17	Jizan	Jizan
SA.13	Ḩāʼil	Mintaqat Ha'il
SA.11	Minţaqat ‘Asīr	Mintaqat `Asir
SA.06	Eastern Province	Eastern Province
SA.10	Ar Riyāḑ	Ar Riyad
SA.08	Al-Qassim	Al-Qassim
SA.05	Al Madīnah	Al Madinah
SA.20	Al Jawf	Al Jawf
SA.15	Northern Borders	Northern Borders
SA.02	Al Bāḩah	Al Bahah
SB.11	Western Province	Western Province
SB.03	Malaita	Malaita
SB.07	Isabel	Isabel
SB.06	Guadalcanal	Guadalcanal
SB.10	Central Province	Central Province
SB.09	Temotu	Temotu
SB.08	Makira	Makira
SB.12	Choiseul	Choiseul
SB.13	Rennell and Bellona	Rennell and Bellona
SB.14	Honiara	Honiara
SC.23	Takamaka	Takamaka
SC.22	Saint Louis	Saint Louis
SC.27	Port Glaud	Port Glaud
SC.20	Pointe Larue	Pointe Larue
SC.19	Plaisance	Plaisance
SC.18	Mont Fleuri	Mont Fleuri
SC.17	Mont Buxton	Mont Buxton
SC.26	English River	English River
SC.25	Inner Islands	Inner Islands
SC.24	Grand Anse Mahe	Grand Anse Mahe
SC.14	Grand Anse Praslin	Grand Anse Praslin
SC.12	Glacis	Glacis
SC.11	Cascade	Cascade
SC.10	Bel Ombre	Bel Ombre
SC.09	Bel Air	Bel Air
SC.08	Beau Vallon	Beau Vallon
